location,date,decimalLatitude,decimalLongitude,mean_wind_speed_1,mean_wind_speed_5,mean_wind_speed_16,mean_wind_speed_22,mean_wind_speed_30,mean_pres,mean_humid,mean_shortRad,mean_temp,mean_precip
UNDE,Feb-16,46.23391,-89.537254,0.127647059,0.901071429,1.247857143,2.098571429,2.714642857,nan,75.65714286,77.55892857,-7.089223077,
UNDE,Mar-16,46.23391,-89.537254,0.34137931,0.835,0.985666667,1.685666667,2.194333333,nan,73.12,123.177037,0.533173333,
UNDE,Apr-16,46.23391,-89.537254,0.518965517,1.057931034,1.22,2.052758621,2.658965517,nan,61.82551724,178.847931,3.131931034,
UNDE,May-16,46.23391,-89.537254,0.364333333,0.743,0.873333333,1.543,2.172666667,nan,58.47866667,233.3934483,12.40865517,
UNDE,Jun-16,46.23391,-89.537254,0.326896552,0.510689655,0.472068966,1.298965517,2.162068966,nan,68.46586207,233.17,16.48246207,
UNDE,Jul-16,46.23391,-89.537254,0.246896552,0.464137931,0.442413793,1.215172414,2.055555556,nan,72.21689655,nan,19.62740345,
UNDE,Aug-16,46.23391,-89.537254,0.242,0.4048,0.37,1.1048,1.7668,nan,77.2744,nan,19.82627143,
UNDE,Sep-16,46.23391,-89.537254,0.270833333,0.5,0.455,1.2275,2.2275,nan,nan,nan,nan,
UNDE,Oct-16,46.23391,-89.537254,0.378666667,0.747333333,0.813928571,1.650357143,2.306071429,95.43700667,79.5425,71.49666667,4.795141667,
UNDE,Nov-16,46.23391,-89.537254,0.481724138,0.845862069,1.041428571,1.853103448,2.369655172,95.38542966,78.85689655,62.04172414,3.85747931,
UNDE,Dec-16,46.23391,-89.537254,0.541052632,1.004,1.184137931,2.265333333,2.881,95.14094233,80.60333333,42.62966667,-8.638713793,
UNDE,Jan-17,46.23391,-89.537254,nan,0.802,1.006,1.860333333,2.376333333,94.96912033,80.956,48.207,-8.297536667,
UNDE,Feb-17,46.23391,-89.537254,nan,0.985185185,1.243333333,2.256296296,2.861851852,94.79528222,72.11740741,84.39222222,-4.707722222,6.203
UNDE,Mar-17,46.23391,-89.537254,0.501333333,1.049,1.257333333,2.201333333,2.813333333,95.70208,66.45966667,133.0648148,-3.115686207,2.250666667
UNDE,Apr-17,46.23391,-89.537254,0.562413793,1.028275862,1.206551724,2.033448276,2.592068966,95.22002517,67.73310345,159.1848276,5.105168966,4.678275862
UNDE,May-17,46.23391,-89.537254,0.443333333,0.813333333,0.8872,1.628333333,2.225,95.02988,66.70566667,202.796,9.589337931,3.398333333
UNDE,Jun-17,46.23391,-89.537254,0.2984,0.455862069,0.432413793,1.19862069,2.046153846,94.93777862,70.16103448,228.3172414,17.20095185,3.763103448
UNDE,Jul-17,46.23391,-89.537254,0.265,0.382068966,0.369655172,1.014482759,1.667586207,95.48213276,109.0829412,268.3824138,19.44236552,1.865333333
UNDE,Aug-17,46.23391,-89.537254,0.282142857,0.395666667,0.387,1.1,1.790666667,95.515787,78.825625,193.9071429,15.79862667,4.110666667
UNDE,Sep-17,46.23391,-89.537254,0.29137931,0.457586207,0.443448276,1.22137931,2.052592593,95.49825931,79.71931034,156.3306897,15.34869655,3.161034483
UNDE,Oct-17,46.23391,-89.537254,0.423703704,0.764074074,0.904615385,1.7068,2.512,95.10385367,74.12941176,99.97633333,8.33073,5.101333333
UNDE,Nov-17,46.23391,-89.537254,0.568965517,1.016551724,1.343448276,2.22,2.97,95.39652586,75.9052,52.17206897,-2.420524138,0.301034483
UNDE,Dec-17,46.23391,-89.537254,0.508666667,0.906666667,1.183333333,1.987666667,2.562333333,95.28190167,79.76,41.80866667,-11.22139655,0
UNDE,Jan-18,46.23391,-89.537254,0.550555556,0.977333333,1.263666667,2.102333333,2.661333333,95.525999,79.52866667,58.37533333,-9.302753333,0
UNDE,Feb-18,46.23391,-89.537254,nan,0.893703704,1.194074074,1.99,2.552222222,95.5607363,68.63074074,108.3059259,-10.23148519,0.012962963
UNDE,Mar-18,46.23391,-89.537254,nan,0.924,1.078666667,1.855,2.406333333,95.769604,58.43466667,161.476,-3.358013333,1.054666667
UNDE,Apr-18,46.23391,-89.537254,0.55,0.989655172,1.17137931,1.987586207,2.546206897,95.59891069,54.98275862,211.2893103,0.171562069,1.81137931
UNDE,May-18,46.23391,-89.537254,0.394333333,0.769583333,0.833,1.421724138,2.092,95.40349933,55.692,257.29,15.48915333,1.639333333
UNDE,Jun-18,46.23391,-89.537254,0.273793103,0.496551724,0.554137931,1.049090909,2.085172414,95.38125,68.40517241,255.2831034,17.69854483,4.636206897
UNDE,Jul-18,46.23391,-89.537254,0.275333333,0.414,0.512666667,1.057307692,1.849,95.77183633,70.25266667,257.241,19.46426667,2.348666667
UNDE,Aug-18,46.23391,-89.537254,0.244666667,0.386333333,0.498,0.909333333,1.63,95.497148,79.92,194.5086667,18.43334333,3.061
UNDE,Sep-18,46.23391,-89.537254,0.27137931,0.454482759,0.556551724,1.062758621,1.987241379,95.79891483,80.37793103,152.5762069,15.179656,4.435517241
UNDE,Oct-18,46.23391,-89.537254,0.397333333,0.684,0.897666667,1.641333333,2.343333333,95.39410467,81.517,66.25433333,3.609151724,4.227666667
UNDE,Nov-18,46.23391,-89.537254,0.543103448,0.916551724,1.175172414,1.96,2.483448276,95.3279431,81.44206897,44.00103448,-5.251667857,1.027241379
UNDE,Dec-18,46.23391,-89.537254,0.537,0.893,1.079,1.861666667,2.440357143,95.29927333,84.05733333,36.87366667,-5.424413333,0.720333333
UNDE,Jan-19,46.23391,-89.537254,0.566,0.902666667,1.107666667,1.982068966,2.494,95.335633,76.895,52.74733333,-12.46877667,0.886333333
UNDE,Feb-19,46.23391,-89.537254,0.442,0.846296296,1.036296296,1.802592593,2.291851852,95.38584815,79.9037037,81.64518519,-11.61176667,2.318888889
UNDE,Mar-19,46.23391,-89.537254,0.441666667,0.940666667,1.188333333,2.099,2.603333333,95.42445667,62.648,157.892,-4.245223333,1.181666667
UNDE,Apr-19,46.23391,-89.537254,0.544827586,1.108965517,1.208888889,1.965517241,2.509310345,95.15607586,65.65517241,163.3069231,4.153496,3.008965517
UNDE,May-19,46.23391,-89.537254,0.508571429,1.148571429,1.006071429,1.700714286,2.276785714,95.17878821,64.14964286,241.7682143,9.204534615,4.137
UNDE,Jun-19,46.23391,-89.537254,0.294827586,0.471034483,0.441724138,1.066551724,1.860344828,95.24192138,66.2,260.5255172,16.03767241,1.730689655
UNDE,Jul-19,46.23391,-89.537254,0.273666667,0.423,0.410333333,1.099333333,1.800666667,95.38466133,70.35333333,264.1253333,20.15518333,3.946333333
UNDE,Aug-19,46.23391,-89.537254,0.245666667,0.389666667,0.368666667,0.959333333,1.698333333,95.33131967,74.106,210.5873333,16.89666333,2.311
UNDE,Sep-19,46.23391,-89.537254,0.319310345,0.538275862,0.492413793,1.241724138,2.115172414,95.38968379,84.68482759,124.3241379,14.21598276,4.934482759
UNDE,Oct-19,46.23391,-89.537254,0.442333333,0.809333333,0.956666667,1.859333333,2.622,95.09189433,78.17033333,86.464,4.712836667,2.466666667
UNDE,Nov-19,46.23391,-89.537254,0.499655172,0.860689655,1.085172414,1.855862069,2.411034483,95.28091034,81.80551724,55.19,-4.283182759,1.200689655
UNDE,Dec-19,46.23391,-89.537254,0.35,0.863,1.084666667,1.832,2.408666667,95.00874,85.79133333,36.902,-6.530486207,1.011
UNDE,Jan-20,46.23391,-89.537254,nan,0.867666667,1.074,1.831,2.384666667,95.380914,86.60466667,44.55633333,-7.194186667,0.844333333
UNDE,Feb-20,46.23391,-89.537254,nan,0.9375,1.2075,2.061428571,2.628928571,95.23573821,67.36178571,113.9817857,-8.753560714,0.45
UNDE,Mar-20,46.23391,-89.537254,nan,0.986666667,1.198666667,1.949,2.495666667,95.36206567,71.20966667,133.382,-0.996363333,1.309333333
UNDE,Apr-20,46.23391,-89.537254,nan,0.992413793,1.225555556,2.037241379,2.623448276,94.98507897,61.33586207,199.5062069,2.163327586,1.912413793
UNDE,May-20,46.23391,-89.537254,nan,0.885666667,1.017666667,1.768,2.394,95.493873,60.011,224.098,10.50997,0.808333333
UNDE,Jun-20,46.23391,-89.537254,0.33862069,0.552758621,0.483793103,1.221724138,2.159655172,95.25054586,63.86,272.0796552,17.79075862,2.024482759
UNDE,Jul-20,46.23391,-89.537254,0.286,0.436,0.379333333,0.994333333,1.726333333,95.33884267,74.34366667,253.1016667,20.26187333,4.923333333
UNDE,Aug-20,46.23391,-89.537254,0.285,0.461666667,0.407,1.047,1.810666667,95.334344,76.41066667,207.8123333,18.37353667,4.280333333
UNDE,Sep-20,46.23391,-89.537254,0.31137931,0.499310345,0.455862069,1.188965517,1.96862069,95.4113069,76.91,149.3841379,12.17865172,3.207931034
UNDE,Oct-20,46.23391,-89.537254,0.447333333,0.815,0.979333333,1.810333333,2.381,95.358573,75.942,86.62433333,2.62409,2.422333333
UNDE,Nov-20,46.23391,-89.537254,0.578275862,0.99,1.219310345,2.142758621,2.772413793,95.21389862,75.37517241,59.5262069,1.925524138,1.027931034
UNDE,Dec-20,46.23391,-89.537254,0.510333333,0.852333333,1.031333333,1.779,2.302333333,95.138331,83.28766667,37.28333333,-5.73954,0.733
UNDE,Jan-21,46.23391,-89.537254,0.468,0.749,0.897,1.547333333,2.013333333,95.32281567,84.259,50.931,-6.993392593,0.396
UNDE,Feb-21,46.23391,-89.537254,0.67,0.845185185,1.027037037,1.802962963,2.332962963,95.41492333,68.84851852,111.9203704,-12.5295963,1.361481481
UNDE,Mar-21,46.23391,-89.537254,0.644444444,1.043,1.258666667,2.109666667,2.743333333,95.524028,60.96966667,157.8443333,0.663123333,1.563333333
UNDE,Apr-21,46.23391,-89.537254,0.547586207,0.924137931,1.095172414,1.80862069,2.305517241,95.02039517,68.41655172,171.1044828,5.040962069,2.53
UNDE,May-21,46.23391,-89.537254,0.412,0.737666667,0.757666667,1.456,2.140666667,95.72827533,63.44,202.5563333,10.94424333,1.978333333
UNDE,Jun-21,46.23391,-89.537254,0.266666667,0.513333333,0.411111111,1.091111111,1.891111111,95.04261556,62.62333333,268.9644444,22.54714444,2.94
UNDE,Jul-21,46.23391,-89.537254,0.26,0.401578947,0.360526316,0.928421053,1.621052632,95.59903579,68.82421053,262.3236842,20.41058947,2.223666667
UNDE,Aug-21,46.23391,-89.537254,0.257333333,0.468666667,0.373,1.007333333,1.752333333,95.40342367,74.61733333,207.174,19.37982,1.811333333
UNDE,Sep-21,46.23391,-89.537254,0.297241379,0.464705882,0.441724138,1.150344828,1.936206897,95.27992069,73.28034483,169.9131034,14.61391724,2.973103448
UNDE,Oct-21,46.23391,-89.537254,0.407333333,0.795666667,0.905333333,1.57,2.089,95.27320633,79.49233333,93.08133333,10.12348333,1.304666667
UNDE,Nov-21,46.23391,-89.537254,0.507241379,0.96137931,1.133448276,1.977931034,2.563793103,95.20106414,74.99206897,57.39586207,-0.572896552,1.551724138
UNDE,Dec-21,46.23391,-89.537254,0.567241379,1.075,1.236,2.084,2.704333333,94.81728867,80.70033333,39.83866667,-6.03818,1.479333333
UNDE,Jan-22,46.23391,-89.537254,nan,0.999333333,1.171,2.003666667,2.557333333,95.28414867,75.51533333,59.405,-13.39406,0.788
UNDE,Feb-22,46.23391,-89.537254,nan,1.061851852,1.241481481,2.088888889,2.663703704,95.41759815,73.28703704,90.41555556,-12.25781481,1.312222222
UNDE,Mar-22,46.23391,-89.537254,nan,1.034333333,1.216666667,2.020333333,2.956206897,95.100773,70.21166667,124.0683333,-4.121046667,2.435666667
UNDE,Apr-22,46.23391,-89.537254,0.674230769,1.22137931,1.391724138,2.257241379,2.895517241,94.94037828,71.35034483,148.7789655,1.44327931,2.973103448
UNDE,May-22,46.23391,-89.537254,0.482068966,0.952758621,0.993793103,1.737586207,2.436551724,95.15150172,62.64655172,214.23,12.68926207,2.743
UNDE,Jun-22,46.23391,-89.537254,0.305517241,0.573793103,0.497241379,1.235172414,2.064137931,95.19640586,64.56413793,252.8082759,17.14015862,1.993448276
KONZ,Jun-15,39.100781,-96.563083,0.449655172,3.276206897,4.195517241,,,96.42089793,,267.6593103,24.06914138,
KONZ,Jul-15,39.100781,-96.563083,0.215,2.877333333,3.737,,,96.436362,,252.8716667,25.37580667,
KONZ,Aug-15,39.100781,-96.563083,0.187,2.495666667,3.433666667,,,96.63605233,,247.6736667,24.37701429,
KONZ,Sep-15,39.100781,-96.563083,0.345172414,3.312857143,4.698275862,,,96.59339448,,198.1631034,23.10641304,
KONZ,Oct-15,39.100781,-96.563083,0.387666667,2.563666667,3.487,,,96.89045033,,156.7713333,18.58331667,
KONZ,Nov-15,39.100781,-96.563083,0.83137931,3.791034483,5.355185185,,,96.71753724,,97.03482759,6.606525,
KONZ,Dec-15,39.100781,-96.563083,0.875333333,3.23,4.277857143,,,96.39896538,,78.95307692,7.079223077,
KONZ,Jan-16,39.100781,-96.563083,0.832,2.89,4.025925926,,,96.67546111,76.8747619,89.579,-0.826773077,
KONZ,Feb-16,39.100781,-96.563083,1.068214286,3.402857143,4.686428571,,,96.79316821,nan,174.1693333,4.640439286,
KONZ,Mar-16,39.100781,-96.563083,1.535384615,3.931333333,5.251666667,,,96.34025067,nan,174.0026667,12.85547692,
KONZ,Apr-16,39.100781,-96.563083,2.590833333,4.413333333,5.684166667,,,96.48425417,nan,271.91,nan,
KONZ,May-16,39.100781,-96.563083,1.571,3.357333333,4.145,,,96.59174767,nan,236.23,nan,
KONZ,Jun-16,39.100781,-96.563083,0.591333333,3.311034483,4.245862069,,,96.58217172,nan,311.1737931,nan,
KONZ,Jul-16,39.100781,-96.563083,nan,3.331666667,4.158928571,,,96.50666233,nan,268.4286667,nan,
KONZ,Aug-16,39.100781,-96.563083,nan,2.678333333,3.590333333,,,96.67446333,nan,225.6196667,nan,
KONZ,Sep-16,39.100781,-96.563083,nan,2.83862069,4.186206897,,,96.77204655,55.775,204.8037931,16.54843333,
KONZ,Oct-16,39.100781,-96.563083,0.451666667,3.109666667,4.575416667,,,96.72973033,66.831,153.8826667,16.7271,
KONZ,Nov-16,39.100781,-96.563083,0.408275862,2.738965517,4.008275862,,,96.87467483,62.00965517,108.5268966,10.69727931,
KONZ,Dec-16,39.100781,-96.563083,0.541851852,2.743846154,3.91037037,,,97.09964724,62.38185185,87.64344828,-0.166288889,
KONZ,Jan-17,39.100781,-96.563083,0.64,2.534333333,3.489,,,96.677267,69.33,88.20033333,0.34482,
KONZ,Feb-17,39.100781,-96.563083,0.88,3.059259259,4.201481481,,,96.48975741,58.84666667,129.5407143,6.62617037,
KONZ,Mar-17,39.100781,-96.563083,1.380666667,4.014666667,5.334,,,96.85144033,60.01966667,147.5973333,9.021873333,
KONZ,Apr-17,39.100781,-96.563083,1.412608696,3.904782609,5.179583333,,,96.406496,64.37541667,200.9354167,14.88197917,
KONZ,May-17,39.100781,-96.563083,0.971034483,3.273103448,4.414285714,,,96.39230414,57.425,318.61375,19.48865,
KONZ,Jun-17,39.100781,-96.563083,0.444482759,3.489310345,4.684482759,,,96.46450759,63.66275862,300.2006897,24.25402414,3.326666667
KONZ,Jul-17,39.100781,-96.563083,0.297333333,2.992666667,3.984666667,,,96.80031567,65.69666667,282.152,27.10823667,1.591333333
KONZ,Aug-17,39.100781,-96.563083,0.312666667,2.302666667,2.883809524,,,96.868685,71.17333333,243.595,22.19319412,2.339333333
KONZ,Sep-17,39.100781,-96.563083,0.769642857,3.254827586,4.446896552,,,96.80660379,60.90172414,196.8810345,22.42712069,0.549655172
KONZ,Oct-17,39.100781,-96.563083,1.008666667,3.846,5.261666667,,,96.76837833,60.15966667,146.991,14.43761333,1.272
KONZ,Nov-17,39.100781,-96.563083,0.975172414,3.217241379,4.392068966,,,96.99432276,60.95655172,94.61,7.986472414,0.364482759
KONZ,Dec-17,39.100781,-96.563083,0.952333333,3.103,4.248,,,97.242873,62.85233333,85.21366667,0.544013333,0.478666667
KONZ,Jan-18,39.100781,-96.563083,1.206666667,3.694666667,4.918,,,97.293666,62.275,105.6423333,-1.016283333,0.717666667
KONZ,Feb-18,39.100781,-96.563083,1.298888889,3.604814815,4.841111111,,,97.15600222,64.9762963,120.4877778,-0.307055556,0.856666667
KONZ,Mar-18,39.100781,-96.563083,2.325,3.975833333,5.057619048,,,96.83209952,60.673,161.0956667,7.083323333,0.366
KONZ,Apr-18,39.100781,-96.563083,nan,nan,5.361724138,,,96.73262615,59.27269231,196.6861538,8.703910345,1.31862069
KONZ,May-18,39.100781,-96.563083,1.375517241,3.011724138,3.879333333,,,96.28713367,64.052,264.369,22.41057667,2.394
KONZ,Jun-18,39.100781,-96.563083,0.9225,4.265,5.525,,,96.0925695,64.4435,291.867,26.589795,1.018275862
KONZ,Jul-18,39.100781,-96.563083,0.637,2.764117647,3.053666667,,,96.81220133,65.08333333,268.086,25.92580333,0.649666667
KONZ,Aug-18,39.100781,-96.563083,0.840689655,5.23375,4.405333333,,,96.48362,67.27066667,225.9133333,24.9726,2.942666667
KONZ,Sep-18,39.100781,-96.563083,1.054285714,3.501034483,4.472413793,,,96.70672966,76.27068966,171.8762069,20.72961724,2.377241379
KONZ,Oct-18,39.100781,-96.563083,1.058275862,3.011,3.876,,,96.76223833,72.15333333,121.8893333,11.95800333,3.724
KONZ,Nov-18,39.100781,-96.563083,1.416206897,3.374827586,4.255172414,,,96.78584586,69.92413793,98.57655172,2.571282759,1.352068966
KONZ,Dec-18,39.100781,-96.563083,1.324666667,3.197,4.021,,,96.79181267,69.732,82.08666667,1.551653333,1.474
KONZ,Jan-19,39.100781,-96.563083,1.652333333,3.552666667,4.736206897,,,96.860596,73.52833333,88.817,-1.200648276,1.248333333
KONZ,Feb-19,39.100781,-96.563083,3.01,3.670740741,4.513846154,,,96.74975852,78.11222222,112.9666667,-3.649237037,1.022962963
KONZ,Mar-19,39.100781,-96.563083,1.949583333,3.844,4.822333333,,,96.96050833,67.632,168.564,4.096856667,1.696
KONZ,Apr-19,39.100781,-96.563083,2.115862069,4.22137931,5.307931034,,,96.17054931,59.64827586,220.4641379,13.96778966,1.873448276
KONZ,May-19,39.100781,-96.563083,1.332333333,3.460666667,3.668571429,,,96.21823067,75.35566667,213.2466667,16.67006667,7.111666667
KONZ,Jun-19,39.100781,-96.563083,0.389545455,3.043181818,4.521666667,,,96.42751179,67.36517241,291.3617241,22.79959655,3.884137931
KONZ,Jul-19,39.100781,-96.563083,0.187333333,3.096,4.020333333,,,96.65435333,66.95233333,295.54,25.54405,1.714
KONZ,Aug-19,39.100781,-96.563083,0.13,2.222,2.838,,,96.56460367,77.646,212.004,24.01720333,5.043333333
KONZ,Sep-19,39.100781,-96.563083,0.277931034,3.571724138,4.841724138,,,96.55452276,70.80413793,200.0258621,23.93986552,0.957586207
KONZ,Oct-19,39.100781,-96.563083,0.374666667,2.973,4.157666667,,,96.70586133,63.81933333,142.4793333,10.44449,1.509
KONZ,Nov-19,39.100781,-96.563083,0.527142857,3.244642857,4.497142857,,,96.84547464,61.36857143,111.8746429,5.059846429,0.66137931
KONZ,Dec-19,39.100781,-96.563083,0.749310345,3.269333333,4.395666667,,,96.71172267,66.42733333,88.62266667,2.987333333,1.091333333
KONZ,Jan-20,39.100781,-96.563083,0.75,2.998275862,3.948214286,,,96.947951,76.05533333,81.64,-0.022316667,1.122666667
KONZ,Feb-20,39.100781,-96.563083,0.882142857,3.097857143,4.156428571,,,96.90656107,63.94428571,126.8610714,1.399421429,0.911428571
KONZ,Mar-20,39.100781,-96.563083,1.963125,3.65875,4.595,,,96.76683379,68.61433333,150.7893333,8.278266667,1.352
KONZ,Apr-20,39.100781,-96.563083,2.9,4.427894737,nan,,,96.48108138,59.12068966,201.1144828,11.33845517,0.274482759
KONZ,May-20,39.100781,-96.563083,1.423,3.046666667,nan,,,96.643747,70.16966667,208.8616667,16.15390333,0
KONZ,Jun-20,39.100781,-96.563083,0.468275862,3.89173913,4.854666667,,,96.34388,65.0662069,311.6934483,25.17377241,1.682068966
KONZ,Jul-20,39.100781,-96.563083,0.226,2.795833333,3.260333333,,,96.55035367,76.16666667,242.8906667,25.62009,2.311
KONZ,Aug-20,39.100781,-96.563083,0.248666667,2.692666667,3.653666667,,,96.588703,68.11633333,258.609,24.336,1.453
KONZ,Sep-20,39.100781,-96.563083,0.264827586,2.804827586,3.941724138,,,96.84125862,69.40241379,189.9706897,19.1702931,1.489655172
KONZ,Oct-20,39.100781,-96.563083,0.353,3.131333333,4.354333333,,,96.846981,58.945,140.105,11.79401333,0.550666667
KONZ,Nov-20,39.100781,-96.563083,0.418275862,3.777586207,5.146551724,,,96.90037828,59.69862069,111.0806897,9.814055172,1.554827586
KONZ,Dec-20,39.100781,-96.563083,0.395,2.475333333,3.525666667,,,96.807927,64.50433333,90.85333333,2.49542,0.727
KONZ,Jan-21,39.100781,-96.563083,0.498,2.798,3.882068966,,,96.837493,69.012,85.171,1.448456667,0.341
KONZ,Feb-21,39.100781,-96.563083,0.762592593,3.172592593,4.436666667,,,97.0824937,67.12296296,133.1588889,-5.151881481,0.193703704
KONZ,Mar-21,39.100781,-96.563083,0.895666667,4.097333333,5.366,,,96.669441,62.194,162.7716667,9.882603333,1.024666667
KONZ,Apr-21,39.100781,-96.563083,0.85862069,3.796206897,5.018965517,,,96.48243655,60.43862069,223.1458621,12.36055517,0.84862069
KONZ,May-21,39.100781,-96.563083,0.757333333,3.088666667,4.046896552,,,96.82001567,75.51933333,198.0776667,16.45821333,2.887
KONZ,Jun-21,39.100781,-96.563083,0.380689655,2.81,3.644482759,,,96.43683966,66.00586207,292.65,25.04693793,1.360344828
KONZ,Jul-21,39.100781,-96.563083,0.242666667,2.570869565,3.343,,,96.78100933,70.678,273.9333333,25.28051333,3.153333333
KONZ,Aug-21,39.100781,-96.563083,0.29,3.444444444,4.610666667,,,96.55326233,68.93233333,216.8023333,25.86606667,1.983666667
KONZ,Sep-21,39.100781,-96.563083,0.343103448,3.297586207,4.463793103,,,96.60270586,62.0237931,205.6251724,22.96172857,2.466551724
KONZ,Oct-21,39.100781,-96.563083,0.402666667,3.02137931,4.022,,,96.464492,64.35733333,138.6283333,15.52681,1.788
KONZ,Nov-21,39.100781,-96.563083,0.518275862,3.304827586,4.313793103,,,96.98369897,56.40689655,100.1824138,8.642237931,0.964827586
KONZ,Dec-21,39.100781,-96.563083,0.808333333,3.573,4.701,,,96.31475533,57.176,96.401,6.209651852,0.816666667
KONZ,Jan-22,39.100781,-96.563083,0.967333333,3.35,4.417,,,97.16330167,56.42633333,103.512,-1.324116667,0.929333333
KONZ,Feb-22,39.100781,-96.563083,1.311851852,3.964444444,5.113703704,,,97.19465889,47.96074074,162.5914815,-0.138307407,0.887777778
KONZ,Mar-22,39.100781,-96.563083,1.566333333,3.979259259,5.067,,,96.548566,58.922,168.5946667,6.355983333,1.227333333
KONZ,Apr-22,39.100781,-96.563083,3.370454545,4.77375,6.747368421,,,96.32018478,48.1862069,220.1217241,12.39116897,0.539310345
KONZ,May-22,39.100781,-96.563083,2.395,4.545333333,5.413,,,96.13613967,70.21866667,225.5653333,18.49673,2.812
KONZ,Jun-22,39.100781,-96.563083,0.695882353,3.586206897,4.513103448,,,96.52308793,307.813913,270.3917241,23.97127931,3.349655172
ORNL,Apr-15,35.964135,-84.282592,0.348571429,0.467142857,0.347142857,1.377142857,1.862857143,96.97939286,,230.8342857,14.20465714,
ORNL,May-15,35.964135,-84.282592,0.295666667,0.402333333,0.203,1.175333333,1.659333333,98.02667767,,274.3046667,21.08005333,
ORNL,Jun-15,35.964135,-84.282592,0.290344828,0.404230769,0.214827586,1.143103448,1.655172414,97.59493069,76.51714286,277.0744828,23.95340345,
ORNL,Jul-15,35.964135,-84.282592,0.288,0.389333333,0.204666667,1.110666667,1.606,97.519734,83.59166667,246.144,24.523,
ORNL,Aug-15,35.964135,-84.282592,0.3,0.375666667,0.217666667,1.071333333,1.505333333,97.62238267,77.209,236.5696667,23.64067,
ORNL,Sep-15,35.964135,-84.282592,0.304482759,0.382758621,0.231724138,1.127241379,1.53862069,97.68014517,77.22448276,198.3244828,22.27619286,
ORNL,Oct-15,35.964135,-84.282592,0.331333333,0.425384615,0.302666667,1.355666667,2.028947368,97.749367,73.98633333,154.1086667,13.96113333,
ORNL,Nov-15,35.964135,-84.282592,0.400344828,0.568888889,0.673636364,1.449310345,1.82137931,98.11490759,65.74214286,100.63,12.55629655,
ORNL,Dec-15,35.964135,-84.282592,0.434333333,0.644333333,0.55,1.654666667,2.080333333,97.804876,78.72133333,77.64366667,11.71486,
ORNL,Jan-16,35.964135,-84.282592,0.457333333,0.655,0.923636364,1.742083333,2.184583333,97.8169395,65.2,110.3265385,3.6876875,
ORNL,Feb-16,35.964135,-84.282592,0.51,0.766296296,0.988,1.893571429,2.366785714,97.6956025,67.6075,114.4025,8.400741176,
ORNL,Mar-16,35.964135,-84.282592,0.545,0.805333333,0.926666667,1.901666667,2.392,97.62887367,60.41633333,167.942,13.33208333,
ORNL,Apr-16,35.964135,-84.282592,0.607692308,0.787777778,0.847222222,1.852777778,2.452777778,97.84807444,45.57166667,231.6083333,13.84866111,
ORNL,May-16,35.964135,-84.282592,0.270666667,0.342857143,0.208,0.86,1.438,97.71421333,nan,280.5257143,20.90595,
ORNL,Jun-16,35.964135,-84.282592,0.27,0.36,0.189310345,1.079655172,1.582068966,97.58585276,nan,287.9189655,24.53258966,
ORNL,Jul-16,35.964135,-84.282592,0.271481481,0.382222222,0.239259259,1.08,1.591851852,97.72642815,nan,265.9818519,25.94765556,
ORNL,Aug-16,35.964135,-84.282592,0.2895,0.409,0.2395,1.189,1.674,97.8390285,nan,251.9625,25.920565,
ORNL,Sep-16,35.964135,-84.282592,0.305862069,0.392758621,0.229310345,1.238333333,1.624827586,97.77522207,nan,225.6155172,24.2939931,
ORNL,Oct-16,35.964135,-84.282592,0.302666667,0.405333333,0.273666667,1.234761905,1.781666667,97.98327333,44.475,174.5746667,19.20068333,
ORNL,Nov-16,35.964135,-84.282592,0.361785714,0.495862069,0.567586207,1.344137931,1.75,98.01555448,nan,123.7327586,12.2211931,
ORNL,Dec-16,35.964135,-84.282592,0.44,0.650454545,0.753333333,1.627,2.056333333,98.12901,nan,76.046,5.072226667,
ORNL,Jan-17,35.964135,-84.282592,0.445666667,0.682666667,0.834333333,1.733,2.203333333,97.632645,nan,74.63,7.358113333,
ORNL,Feb-17,35.964135,-84.282592,0.462592593,0.667777778,0.807037037,1.645925926,2.093703704,97.65535222,nan,117.0133333,9.291003704,
ORNL,Mar-17,35.964135,-84.282592,0.558666667,0.818333333,0.935666667,1.899,2.394,98.07108167,nan,184.4356667,10.92997,
ORNL,Apr-17,35.964135,-84.282592,0.44862069,0.697586207,0.637586207,1.722758621,2.31137931,97.52290448,nan,216.5403448,18.41545517,5.54
ORNL,May-17,35.964135,-84.282592,0.272142857,0.424827586,0.294444444,1.313214286,1.903214286,97.26158423,67.88272727,241.3514286,19.56046071,2.425
ORNL,Jun-17,35.964135,-84.282592,0.259565217,0.407241379,0.236818182,1.141724138,1.632068966,97.50838931,71.71689655,253.652069,22.39205862,0.877586207
ORNL,Jul-17,35.964135,-84.282592,0.250666667,0.382,0.253333333,1.004666667,1.433666667,97.599754,75.847,262.991,24.11228333,2.082333333
ORNL,Aug-17,35.964135,-84.282592,0.255,0.38,0.269666667,1.112,1.566666667,97.56823633,75.24166667,233.0753333,23.37706667,2.272333333
ORNL,Sep-17,35.964135,-84.282592,0.284482759,0.403793103,0.309090909,1.203448276,1.666551724,97.57051172,72.48137931,196.9772414,20.3145931,1.741724138
ORNL,Oct-17,35.964135,-84.282592,0.275714286,0.401666667,0.315,1.174,1.641333333,97.64612235,70.86233333,152.0106667,15.36017308,3.814
