location,date,total_count
ORNL,2021-03,4
ORNL,2021-04,76
ORNL,2021-05,87.0
ORNL,2021-06,65.0
ORNL,2021-07,356.0
ORNL,2021-08,379
ORNL,2021-09,489
ORNL,2021-10,57
DELA,2016-05,756
DELA,2016-06,1437
DELA,2016-07,527
DELA,2016-08,466
DELA,2016-09,820
DELA,2016-10,2840
DELA,2016-11,427
DELA,2017-03,2362
DELA,2017-04,3195
DELA,2017-05,2685
DELA,2017-06,2950
DELA,2017-07,3600
DELA,2017-08,3600
DELA,2017-09,3519
DELA,2017-10,3359
DELA,2017-11,3175
DELA,2017-12,1125
DELA,2018-01,1
DELA,2018-03,2495
DELA,2018-05,2587.0
DELA,2018-06,1341
DELA,2018-07,2153
DELA,2018-08,1233
DELA,2018-09,1202
DELA,2018-10,1788
DELA,2018-11,2252
DELA,2018-12,16
DELA,2019-01,0.0
DELA,2019-02,119
DELA,2019-03,1003
DELA,2019-05,3760
DELA,2019-06,1002
DELA,2019-07,686
DELA,2019-08,822
DELA,2019-09,1561
DELA,2019-10,891
DELA,2019-11,429
DELA,2019-12,67
DELA,2020-01,5
DELA,2020-03,0.0
DELA,2020-04,0.0
DELA,2020-05,1610
DELA,2020-06,0.0
DELA,2020-07,1767
DELA,2020-08,1249
DELA,2020-09,1788
DELA,2020-10,1105
DELA,2020-11,347
DELA,2020-12,668
DELA,2021-01,0.0
DELA,2021-02,44
DELA,2021-03,0.0
DELA,2021-04,1786
DELA,2021-05,1421
DELA,2021-06,2400
DELA,2021-07,2056
DELA,2021-08,1565
DELA,2021-09,2081
DELA,2021-10,1812
LENO,2016-05,2283
LENO,2016-06,4991
LENO,2016-07,5999
LENO,2016-08,5998
LENO,2016-09,6010
LENO,2016-10,5967
LENO,2016-11,5715
LENO,2017-05,5021
LENO,2017-06,5431
LENO,2017-07,6043
LENO,2017-08,11994
LENO,2017-09,6093
LENO,2017-10,2833
LENO,2017-11,1803
LENO,2017-12,619
LENO,2018-01,1.0
LENO,2018-02,1864
LENO,2018-03,691
LENO,2018-04,1705
LENO,2018-05,2258
LENO,2018-06,3635
LENO,2018-07,7725
LENO,2018-08,3924
LENO,2018-09,3696
LENO,2018-10,3237
LENO,2018-11,1248
LENO,2018-12,261
LENO,2019-02,391
LENO,2019-03,257
LENO,2019-04,1024
LENO,2019-05,3411
LENO,2019-06,3804
LENO,2019-07,7999
LENO,2019-08,3635
LENO,2019-09,3471
LENO,2019-10,3778
LENO,2019-11,399
LENO,2020-04,0.0
LENO,2020-05,0.0
LENO,2020-06,0.0
LENO,2020-07,0.0
LENO,2020-08,0.0
LENO,2020-09,0.0
LENO,2020-10,0.0
LENO,2020-11,0.0
LENO,2020-12,0.0
LENO,2021-01,0.0
LENO,2021-02,0.0
LENO,2021-03,665
LENO,2021-04,0.0
LENO,2021-05,3831
LENO,2021-06,2727
LENO,2021-07,3112
LENO,2021-08,3298
LENO,2021-09,3700
LENO,2021-10,3322
TALL,2014-05,2942
TALL,2014-06,1423
TALL,2014-07,356
TALL,2014-08,424
TALL,2014-09,525
TALL,2014-10,273.0
TALL,2014-11,2
TALL,2016-03,69.0
TALL,2016-04,786.0
TALL,2016-05,1593.0
TALL,2016-06,986.0
TALL,2016-07,283.0
TALL,2016-08,845.0
TALL,2016-09,464.0
TALL,2016-10,752.0
TALL,2016-11,226.0
TALL,2017-01,6.0
TALL,2017-02,169.0
TALL,2017-03,588.0
TALL,2017-04,2117
TALL,2017-05,3344
TALL,2017-06,2624.0
TALL,2017-07,2067
TALL,2017-08,1019.0
TALL,2017-09,705
TALL,2017-10,535.0
TALL,2017-11,333.0
TALL,2017-12,5.0
TALL,2018-01,11.0
TALL,2018-02,236.0
TALL,2018-03,6.0
TALL,2018-04,163.0
TALL,2018-05,1224.0
TALL,2018-06,1046.0
TALL,2018-07,236.0
TALL,2018-08,176.0
TALL,2018-09,429.0
TALL,2018-10,364.0
TALL,2018-11,7.0
TALL,2018-12,8.0
TALL,2019-01,23.0
TALL,2019-02,34.0
TALL,2019-03,18.0
TALL,2019-04,162
TALL,2019-05,1009
TALL,2019-06,231
TALL,2019-07,369
TALL,2019-08,214
TALL,2019-09,228
TALL,2019-10,115
TALL,2019-11,82
TALL,2019-12,10
TALL,2020-01,6
TALL,2020-02,7
TALL,2020-03,138
TALL,2020-04,0.0
TALL,2020-05,245
TALL,2020-06,0.0
TALL,2020-07,176
TALL,2020-08,288
TALL,2020-09,411
TALL,2020-10,615
TALL,2020-11,53
TALL,2020-12,12
TALL,2021-01,3
TALL,2021-02,0.0
TALL,2021-03,57
TALL,2021-04,637
TALL,2021-05,970
TALL,2021-06,327
TALL,2021-07,143
TALL,2021-08,59
TALL,2021-09,296
TALL,2021-10,173
DCFS,2017-06,410.0
DCFS,2017-07,2453
DCFS,2017-08,918.0
DCFS,2017-09,1875.0
DCFS,2017-10,4.0
DCFS,2018-05,139
DCFS,2018-06,1952
DCFS,2018-07,2191
DCFS,2018-08,818
DCFS,2018-09,1121
DCFS,2018-10,0.0
DCFS,2019-04,0.0
DCFS,2019-05,248
DCFS,2019-06,1534
DCFS,2019-07,2062
DCFS,2019-08,1435
DCFS,2019-09,1342
DCFS,2019-10,0.0
DCFS,2020-04,0.0
DCFS,2020-05,0.0
DCFS,2020-06,938
DCFS,2020-07,642
DCFS,2020-08,1747
DCFS,2020-09,1767
DCFS,2020-10,0.0
DCFS,2020-11,0.0
DCFS,2021-05,2
DCFS,2021-06,995
DCFS,2021-07,1964
DCFS,2021-08,0.0
DCFS,2021-09,286
DCFS,2021-10,0.0
NOGP,2016-05,1219
NOGP,2016-06,265
NOGP,2016-07,3223
NOGP,2016-08,993
NOGP,2016-09,181
NOGP,2016-10,1.0
NOGP,2017-05,294.0
NOGP,2017-06,417
NOGP,2017-07,1241
NOGP,2017-08,798
NOGP,2017-09,431
NOGP,2017-10,1
NOGP,2018-06,977
NOGP,2018-07,1726
NOGP,2018-08,1727
NOGP,2018-09,19
NOGP,2018-10,0.0
NOGP,2019-04,0.0
NOGP,2019-05,83
NOGP,2019-06,1663
NOGP,2019-07,33
NOGP,2019-08,2004
NOGP,2019-09,1434
NOGP,2019-10,8
NOGP,2020-04,0.0
NOGP,2020-05,0.0
NOGP,2020-06,118
NOGP,2020-07,256
NOGP,2020-08,483
NOGP,2020-09,37
NOGP,2020-10,3
NOGP,2021-06,1776
NOGP,2021-07,530
NOGP,2021-08,41
NOGP,2021-09,133
NOGP,2021-10,0.0
WOOD,2014-05,0.0
WOOD,2014-06,3136
WOOD,2014-07,8589
WOOD,2014-08,6250.0
WOOD,2014-09,4236
WOOD,2014-10,91.0
WOOD,2014-11,0.0
WOOD,2016-03,0.0
WOOD,2016-04,0.0
WOOD,2016-05,93.0
WOOD,2016-06,5775.0
WOOD,2016-07,5505.0
WOOD,2016-08,5365.0
WOOD,2016-09,5407.0
WOOD,2016-10,267
WOOD,2016-11,0.0
WOOD,2017-03,0.0
WOOD,2017-04,2
WOOD,2017-05,112.0
WOOD,2017-06,5147.0
WOOD,2017-07,7643
WOOD,2017-08,7424
WOOD,2017-09,3619.0
WOOD,2017-10,1
WOOD,2018-04,0.0
WOOD,2018-05,1352
WOOD,2018-06,3300.0
WOOD,2018-07,3708
WOOD,2018-08,2911.0
WOOD,2018-09,496
WOOD,2018-10,1.0
WOOD,2018-11,0.0
WOOD,2019-04,2
WOOD,2019-05,0.0
WOOD,2019-06,3635
WOOD,2019-07,5867
WOOD,2019-08,2085
WOOD,2019-09,3958
WOOD,2019-10,396
WOOD,2019-11,0.0
WOOD,2020-03,0.0
WOOD,2020-04,0.0
WOOD,2020-05,0.0
WOOD,2020-06,2335
WOOD,2020-07,5413
WOOD,2020-08,4092
WOOD,2020-09,1298
WOOD,2020-10,0.0
WOOD,2020-11,0.0
WOOD,2020-12,0.0
WOOD,2021-01,0.0
WOOD,2021-02,0.0
WOOD,2021-03,0.0
WOOD,2021-04,0.0
WOOD,2021-05,2
WOOD,2021-06,473
WOOD,2021-07,2290
WOOD,2021-08,1279
WOOD,2021-09,1030
WOOD,2021-10,0.0
CPER,2014-03,0.0
CPER,2014-04,0.0
CPER,2014-05,7
CPER,2014-06,509
CPER,2014-07,2214
CPER,2014-08,6691
CPER,2014-09,170
CPER,2014-10,4.0
CPER,2015-03,0.0
CPER,2016-04,0.0
CPER,2016-05,0.0
CPER,2016-06,188.0
CPER,2016-07,306
CPER,2016-08,117
CPER,2016-09,79
CPER,2016-10,0.0
CPER,2016-11,0.0
CPER,2017-02,0.0
CPER,2017-03,0.0
CPER,2017-04,0.0
CPER,2017-05,20
CPER,2017-06,3875
CPER,2017-07,79
CPER,2017-08,2467
CPER,2017-09,117
CPER,2017-10,6
CPER,2017-11,0.0
CPER,2017-12,0.0
CPER,2018-01,0.0
CPER,2018-03,0.0
CPER,2018-04,0.0
CPER,2018-05,123
CPER,2018-06,1136
CPER,2018-07,46
CPER,2018-08,139.0
CPER,2018-09,6.0
CPER,2018-10,0.0
CPER,2018-11,0.0
CPER,2019-02,0.0
CPER,2019-03,0.0
CPER,2019-04,0
CPER,2019-05,0.0
CPER,2019-06,314
CPER,2019-07,1527
CPER,2019-08,612
CPER,2019-09,86
CPER,2019-10,4
CPER,2019-11,0.0
CPER,2020-03,0.0
CPER,2020-04,0.0
CPER,2020-05,0.0
CPER,2020-06,3
CPER,2020-07,249
CPER,2020-08,72
CPER,2020-09,5
CPER,2020-10,0.0
CPER,2020-11,0.0
CPER,2020-12,0.0
CPER,2021-01,0.0
CPER,2021-02,0.0
CPER,2021-03,0.0
CPER,2021-04,0.0
CPER,2021-05,0.0
CPER,2021-06,95
CPER,2021-07,1423
CPER,2021-08,625
CPER,2021-09,54
CPER,2021-10,0.0
RMNP,2017-06,43
RMNP,2017-07,92
RMNP,2017-08,22
RMNP,2017-09,3
RMNP,2017-10,0.0
RMNP,2018-06,45
RMNP,2018-07,85
RMNP,2018-08,9
RMNP,2018-09,0.0
RMNP,2019-04,0.0
RMNP,2019-05,15
RMNP,2019-06,21
RMNP,2019-07,75
RMNP,2019-08,33
RMNP,2019-09,5
RMNP,2019-10,0.0
RMNP,2020-05,0.0
RMNP,2020-06,2
RMNP,2020-07,9
RMNP,2020-08,4
RMNP,2020-09,3
RMNP,2021-06,81
RMNP,2021-07,42
RMNP,2021-08,19
RMNP,2021-09,1
RMNP,2021-10,0.0
STER,2014-05,0.0
STER,2014-06,180
STER,2014-07,292
STER,2014-08,2309
STER,2014-09,2745
STER,2014-10,164
STER,2016-05,26.0
STER,2016-06,1345
STER,2016-07,2455
STER,2016-08,230
STER,2016-09,104
STER,2016-10,4.0
STER,2017-05,4
STER,2017-06,34
STER,2017-07,13
STER,2017-08,208
STER,2017-09,2
STER,2017-10,1
STER,2018-05,80
STER,2018-06,241
STER,2018-07,495
STER,2018-08,54
STER,2018-09,11
STER,2018-10,0.0
STER,2019-05,0.0
STER,2019-06,146
STER,2019-07,445
STER,2019-08,120
STER,2019-09,14
STER,2019-10,0.0
STER,2020-04,0.0
STER,2020-05,0.0
STER,2020-06,0.0
STER,2020-07,1
STER,2020-08,0.0
STER,2020-09,1
STER,2020-10,4
STER,2021-06,464
STER,2021-07,329
STER,2021-08,42
STER,2021-09,63
STER,2021-10,0.0
CLBJ,2016-04,1313.0
CLBJ,2016-05,2430.0
CLBJ,2016-06,7240
CLBJ,2016-07,3245.0
CLBJ,2016-08,4404.0
CLBJ,2016-09,2209
CLBJ,2016-10,1603
CLBJ,2016-11,1134.0
CLBJ,2017-01,77.0
CLBJ,2017-02,44.0
CLBJ,2017-03,150.0
CLBJ,2017-04,461
CLBJ,2017-05,776
CLBJ,2017-06,2381
CLBJ,2017-07,2366
CLBJ,2017-08,4330
CLBJ,2017-09,1467
CLBJ,2017-10,987
CLBJ,2017-11,113
CLBJ,2017-12,66
CLBJ,2018-01,4.0
CLBJ,2018-02,18.0
CLBJ,2018-03,1728
CLBJ,2018-04,1961
CLBJ,2018-05,624
CLBJ,2018-06,120
CLBJ,2018-07,264
CLBJ,2018-08,168
CLBJ,2018-09,493
CLBJ,2018-10,1015
CLBJ,2018-11,698
CLBJ,2018-12,4
CLBJ,2019-01,1
CLBJ,2019-02,69
CLBJ,2019-03,9
CLBJ,2019-04,626
CLBJ,2019-05,1558
CLBJ,2019-06,1612
CLBJ,2019-07,689
CLBJ,2019-08,139
CLBJ,2019-09,420
CLBJ,2019-10,1078
CLBJ,2019-11,259
CLBJ,2019-12,108
CLBJ,2020-01,79
CLBJ,2020-02,68
CLBJ,2020-03,23
CLBJ,2020-04,0.0
CLBJ,2020-05,0.0
CLBJ,2020-06,0.0
CLBJ,2020-07,0.0
CLBJ,2020-08,0.0
CLBJ,2020-09,0.0
CLBJ,2020-10,0.0
CLBJ,2020-11,1760
CLBJ,2020-12,0.0
CLBJ,2021-01,0.0
CLBJ,2021-02,0.0
CLBJ,2021-03,2
CLBJ,2021-04,97
CLBJ,2021-05,690
CLBJ,2021-06,2928
CLBJ,2021-07,1427
CLBJ,2021-08,2064
CLBJ,2021-09,101
CLBJ,2021-10,356
OAES,2016-03,2
OAES,2016-04,26.0
OAES,2016-05,135.0
OAES,2016-06,655.0
OAES,2016-07,115
OAES,2016-08,574
OAES,2016-09,2410
OAES,2016-10,1129
OAES,2016-11,166
OAES,2017-01,0.0
OAES,2017-02,4.0
OAES,2017-03,17
OAES,2017-04,833
OAES,2017-05,690
OAES,2017-06,338
OAES,2017-07,108
OAES,2017-08,494
OAES,2017-09,2367
OAES,2017-10,571
OAES,2017-11,0.0
OAES,2017-12,0.0
OAES,2018-01,0.0
OAES,2018-02,0.0
OAES,2018-03,4
OAES,2018-04,6
OAES,2018-05,38
OAES,2018-06,19
OAES,2018-07,341
OAES,2018-08,172
OAES,2018-09,525
OAES,2018-10,1724
OAES,2018-11,0.0
OAES,2018-12,11
OAES,2019-01,3
OAES,2019-02,0.0
OAES,2019-03,9
OAES,2019-04,0.0
OAES,2019-05,1408
OAES,2019-06,1383
OAES,2019-07,171
OAES,2019-08,128
OAES,2019-09,202
OAES,2019-10,114
OAES,2019-11,0.0
OAES,2019-12,0.0
OAES,2020-01,0.0
OAES,2020-02,0.0
OAES,2020-03,0.0
OAES,2020-04,0.0
OAES,2020-05,0.0
OAES,2020-06,0.0
OAES,2020-07,0.0
OAES,2020-08,0.0
OAES,2020-09,0.0
OAES,2020-10,0.0
OAES,2020-11,0.0
OAES,2020-12,0.0
OAES,2021-01,0.0
OAES,2021-02,0.0
OAES,2021-03,0.0
OAES,2021-04,0.0
OAES,2021-05,0.0
OAES,2021-06,0.0
OAES,2021-07,2056
OAES,2021-08,3243
OAES,2021-09,152
OAES,2021-10,42
YELL,2018-06,633
YELL,2018-07,621
YELL,2018-08,37
YELL,2018-09,0.0
YELL,2018-10,0.0
YELL,2018-11,0.0
YELL,2019-04,1
YELL,2019-05,0.0
YELL,2019-06,164
YELL,2019-07,2207
YELL,2019-08,222
YELL,2019-09,0
YELL,2019-10,0
YELL,2019-11,0.0
YELL,2020-03,0.0
YELL,2020-04,0.0
YELL,2020-05,0.0
YELL,2020-06,0.0
YELL,2020-07,0.0
YELL,2020-08,24
YELL,2020-09,1
YELL,2020-10,0.0
YELL,2020-11,0.0
YELL,2020-12,0.0
YELL,2021-01,0.0
YELL,2021-02,0.0
YELL,2021-03,0.0
YELL,2021-04,0.0
YELL,2021-05,0.0
YELL,2021-06,1043
YELL,2021-07,410
YELL,2021-08,73
YELL,2021-09,0.0
YELL,2021-10,0.0
MOAB,2016-05,8
MOAB,2016-06,70.0
MOAB,2016-07,115.0
MOAB,2016-08,550
MOAB,2016-09,5
MOAB,2017-03,0.0
MOAB,2017-04,8
MOAB,2017-05,11
MOAB,2017-06,74
MOAB,2017-07,30.0
MOAB,2017-08,1781
MOAB,2017-09,12
MOAB,2017-10,0.0
MOAB,2017-11,0.0
MOAB,2018-04,3
MOAB,2018-05,5
MOAB,2018-06,14
MOAB,2018-07,10
MOAB,2018-08,617
MOAB,2018-09,1
MOAB,2018-10,0.0
MOAB,2019-04,0.0
MOAB,2019-05,20
MOAB,2019-06,86
MOAB,2019-07,637
MOAB,2019-08,66
MOAB,2019-09,5
MOAB,2019-10,0.0
MOAB,2020-04,0.0
MOAB,2020-05,0.0
MOAB,2020-06,0.0
MOAB,2020-07,0.0
MOAB,2020-08,1
MOAB,2020-09,0.0
MOAB,2020-10,0.0
MOAB,2020-11,0.0
MOAB,2021-06,0.0
MOAB,2021-07,4
MOAB,2021-08,350
MOAB,2021-09,76
MOAB,2021-10,0.0
NIWO,2017-05,0.0
NIWO,2017-06,2943
NIWO,2017-07,7096
NIWO,2017-08,943.0
NIWO,2017-09,4.0
NIWO,2017-10,0.0
NIWO,2017-11,0.0
NIWO,2018-05,0.0
NIWO,2018-06,2644
NIWO,2018-07,2800
NIWO,2018-08,37.0
NIWO,2018-09,0.0
NIWO,2018-10,0.0
NIWO,2019-06,1
NIWO,2019-07,3677
NIWO,2019-08,512
NIWO,2019-09,4
NIWO,2019-10,0.0
NIWO,2019-11,0.0
NIWO,2020-03,0.0
NIWO,2020-04,0.0
NIWO,2020-05,0.0
NIWO,2020-06,2296
NIWO,2020-07,3331
NIWO,2020-08,40
NIWO,2020-09,0.0
NIWO,2020-10,0.0
NIWO,2020-11,0.0
NIWO,2020-12,0.0
NIWO,2021-01,0.0
NIWO,2021-02,0.0
NIWO,2021-03,0.0
NIWO,2021-04,0.0
NIWO,2021-05,0.0
NIWO,2021-06,872
NIWO,2021-07,3264
NIWO,2021-08,122
NIWO,2021-09,0
NIWO,2021-10,0
JORN,2016-07,3.0
JORN,2016-08,42.0
JORN,2016-09,737
JORN,2016-10,8
JORN,2016-11,0.0
JORN,2017-04,5
JORN,2017-05,2
JORN,2017-06,8
JORN,2017-07,6
JORN,2017-08,173
JORN,2017-09,562
JORN,2017-10,85
JORN,2017-11,14
JORN,2017-12,3
JORN,2018-01,0.0
JORN,2018-02,0.0
JORN,2018-03,0.0
JORN,2018-04,0.0
JORN,2018-05,0.0
JORN,2018-06,0.0
JORN,2018-07,21
JORN,2018-08,54
JORN,2018-09,20
JORN,2018-10,47
JORN,2018-11,0.0
JORN,2018-12,0.0
JORN,2019-01,0.0
JORN,2019-02,0.0
JORN,2019-03,3
JORN,2019-04,0.0
JORN,2019-05,0.0
JORN,2019-06,9
JORN,2019-07,15
JORN,2019-08,2
JORN,2019-09,20
JORN,2019-10,20
JORN,2019-11,0.0
JORN,2019-12,0.0
JORN,2020-01,0.0
JORN,2020-02,0.0
JORN,2020-03,1
JORN,2020-04,0.0
JORN,2020-05,0.0
JORN,2020-06,0.0
JORN,2020-07,0.0
JORN,2020-08,0.0
JORN,2020-09,0.0
JORN,2020-10,0.0
JORN,2020-11,0.0
JORN,2020-12,0.0
JORN,2021-01,0.0
JORN,2021-02,0.0
JORN,2021-03,0.0
JORN,2021-04,0.0
JORN,2021-05,0.0
JORN,2021-06,0.0
JORN,2021-07,46
JORN,2021-08,43
JORN,2021-09,220
JORN,2021-10,2
SRER,2016-04,0.0
SRER,2016-05,0.0
SRER,2016-06,2
SRER,2016-07,571
SRER,2016-08,383
SRER,2016-09,129.0
SRER,2016-10,15
SRER,2017-03,0.0
SRER,2017-04,1
SRER,2017-05,0.0
SRER,2017-06,1
SRER,2017-07,95
SRER,2017-08,237
SRER,2017-09,22.0
SRER,2017-10,3
SRER,2017-11,4
SRER,2017-12,2
SRER,2018-01,2
SRER,2018-02,3
SRER,2018-03,1
SRER,2018-04,1
SRER,2018-05,0.0
SRER,2018-06,5
SRER,2018-07,470
SRER,2018-08,540
SRER,2018-09,294
SRER,2018-10,38
SRER,2018-11,5
SRER,2018-12,2
SRER,2019-01,0.0
SRER,2019-02,17
SRER,2019-03,0.0
SRER,2019-04,2
SRER,2019-05,0.0
SRER,2019-06,1
SRER,2019-07,13
SRER,2019-08,180
SRER,2019-09,16
SRER,2019-10,14
SRER,2019-11,4
SRER,2019-12,4
SRER,2020-01,5
SRER,2020-02,0.0
SRER,2020-03,0.0
SRER,2020-04,0.0
SRER,2020-05,0.0
SRER,2020-06,0.0
SRER,2020-07,0.0
SRER,2020-08,0.0
SRER,2020-09,31
SRER,2020-10,2
SRER,2020-11,4
SRER,2020-12,0.0
SRER,2021-01,0.0
SRER,2021-02,0.0
SRER,2021-03,0.0
SRER,2021-04,0.0
SRER,2021-05,0.0
SRER,2021-06,1
SRER,2021-07,1305
SRER,2021-08,1650
SRER,2021-09,456
SRER,2021-10,31
ONAQ,2014-05,501
ONAQ,2014-06,47
ONAQ,2014-07,110
ONAQ,2014-08,56
ONAQ,2014-09,83
ONAQ,2014-10,17
ONAQ,2016-04,2136
ONAQ,2016-05,4849
ONAQ,2016-06,412
ONAQ,2016-07,7.0
ONAQ,2016-08,4
ONAQ,2016-09,8
ONAQ,2016-10,1
ONAQ,2016-11,0.0
ONAQ,2017-02,0.0
ONAQ,2017-03,70
ONAQ,2017-04,185
ONAQ,2017-05,1969
ONAQ,2017-06,139.0
ONAQ,2017-07,114
ONAQ,2017-08,126.0
ONAQ,2017-09,9
ONAQ,2017-10,2
ONAQ,2017-11,2
ONAQ,2018-02,0.0
ONAQ,2018-03,0.0
ONAQ,2018-04,1
ONAQ,2018-05,560
ONAQ,2018-06,10
ONAQ,2018-07,5
ONAQ,2018-08,16
ONAQ,2018-09,5
ONAQ,2018-10,1
ONAQ,2018-11,0.0
ONAQ,2019-03,0.0
ONAQ,2019-04,32
ONAQ,2019-05,544
ONAQ,2019-06,87
ONAQ,2019-07,21
ONAQ,2019-08,57
ONAQ,2019-09,128
ONAQ,2019-10,1
ONAQ,2019-11,0.0
ONAQ,2020-03,0.0
ONAQ,2020-04,0.0
ONAQ,2020-05,0.0
ONAQ,2020-06,0.0
ONAQ,2020-07,0.0
ONAQ,2020-08,0.0
ONAQ,2020-09,0.0
ONAQ,2020-10,0.0
ONAQ,2020-11,0.0
ONAQ,2020-12,0.0
ONAQ,2021-01,0.0
ONAQ,2021-02,0.0
ONAQ,2021-03,0.0
ONAQ,2021-04,0.0
ONAQ,2021-05,0.0
ONAQ,2021-06,7
ONAQ,2021-07,1022
ONAQ,2021-08,23
ONAQ,2021-09,65
ONAQ,2021-10,0.0
ABBY,2016-09,3.0
ABBY,2016-10,1.0
ABBY,2016-11,4.0
ABBY,2017-02,0.0
ABBY,2017-03,1
ABBY,2017-04,4
ABBY,2017-05,0.0
ABBY,2017-06,16.0
ABBY,2017-07,14
ABBY,2017-08,12
ABBY,2017-09,3
ABBY,2017-10,2
ABBY,2017-11,2
ABBY,2017-12,0.0
ABBY,2018-05,11.0
ABBY,2018-06,29.0
ABBY,2018-07,25
ABBY,2018-08,14
ABBY,2018-09,1
ABBY,2018-10,0.0
ABBY,2019-05,1
ABBY,2019-07,31
ABBY,2019-08,0
ABBY,2019-09,0
ABBY,2019-10,0
ABBY,2019-11,1
ABBY,2019-12,0
ABBY,2020-05,0.0
ABBY,2020-06,0.0
ABBY,2020-07,0.0
ABBY,2020-08,8
ABBY,2020-09,5
ABBY,2020-10,3
ABBY,2020-11,6
ABBY,2021-04,0
ABBY,2021-05,5
ABBY,2021-06,40
ABBY,2021-07,17
ABBY,2021-08,3
ABBY,2021-09,1
ABBY,2021-10,0
WREF,2018-02,0.0
WREF,2018-03,0.0
WREF,2018-04,3
WREF,2018-05,20
WREF,2018-06,328
WREF,2018-07,400.0
WREF,2018-08,53
WREF,2018-09,5.0
WREF,2018-10,1.0
WREF,2018-11,0.0
WREF,2019-04,0.0
WREF,2019-05,2
WREF,2019-06,100
WREF,2019-07,363
WREF,2019-08,93
WREF,2019-09,13
WREF,2019-10,0
WREF,2019-11,0
WREF,2019-12,0.0
WREF,2020-03,0.0
WREF,2020-04,0.0
WREF,2020-05,0.0
WREF,2020-06,0.0
WREF,2020-07,32
WREF,2020-08,86
WREF,2020-09,10
WREF,2020-10,0
WREF,2020-11,0.0
WREF,2020-12,0.0
WREF,2021-01,0.0
WREF,2021-02,0.0
WREF,2021-03,0.0
WREF,2021-04,2
WREF,2021-05,1
WREF,2021-06,74
WREF,2021-07,55
WREF,2021-08,18
WREF,2021-09,1
WREF,2021-10,0
SJER,2016-11,9
SJER,2016-12,5.0
SJER,2017-01,4.0
SJER,2017-02,7.0
SJER,2017-03,7.0
SJER,2017-04,181.0
SJER,2017-05,94.0
SJER,2017-06,137
SJER,2017-07,160
SJER,2017-08,205
SJER,2017-09,459
SJER,2017-10,150
SJER,2017-11,38.0
SJER,2017-12,3.0
SJER,2018-01,9.0
SJER,2018-02,21
SJER,2018-03,17.0
SJER,2018-04,4.0
SJER,2018-05,20.0
SJER,2018-06,46.0
SJER,2018-07,48
SJER,2018-08,36
SJER,2018-09,61
SJER,2018-10,87.0
SJER,2018-11,33
SJER,2018-12,4.0
SJER,2019-01,2.0
SJER,2019-02,0.0
SJER,2019-03,3
SJER,2019-04,26
SJER,2019-05,30
SJER,2019-06,45
SJER,2019-07,84
SJER,2019-08,96
SJER,2019-09,103
SJER,2019-10,24
SJER,2019-11,42
SJER,2019-12,8
SJER,2020-01,2
SJER,2020-02,5
SJER,2020-03,7
SJER,2020-04,0.0
SJER,2020-05,0.0
SJER,2020-06,0.0
SJER,2020-07,0.0
SJER,2020-08,0.0
SJER,2020-09,0.0
SJER,2020-10,14
SJER,2020-11,0.0
SJER,2020-12,0.0
SJER,2021-01,0.0
SJER,2021-02,0.0
SJER,2021-03,34
SJER,2021-04,3
SJER,2021-05,25
SJER,2021-06,79
SJER,2021-07,0.0
SJER,2021-08,46
SJER,2021-09,17
SJER,2021-10,0.0
SOAP,2018-05,32.0
SOAP,2018-06,3.0
SOAP,2018-07,5.0
SOAP,2018-08,2
SOAP,2018-09,1.0
SOAP,2019-01,25
SOAP,2019-03,1
SOAP,2019-05,11
SOAP,2019-06,15
SOAP,2019-07,12
SOAP,2019-08,4
SOAP,2019-09,5
SOAP,2019-11,20
SOAP,2019-12,0.0
SOAP,2020-01,0
SOAP,2020-02,9
SOAP,2020-03,0.0
SOAP,2020-04,0.0
SOAP,2020-05,0.0
SOAP,2020-06,0.0
SOAP,2020-07,0.0
SOAP,2020-08,0.0
SOAP,2020-09,0.0
SOAP,2020-10,0.0
SOAP,2020-11,0.0
SOAP,2020-12,0.0
SOAP,2021-01,0.0
SOAP,2021-02,0.0
SOAP,2021-03,0.0
SOAP,2021-04,12
SOAP,2021-05,22
SOAP,2021-06,5
SOAP,2021-07,0.0
SOAP,2021-08,0.0
SOAP,2021-09,14
SOAP,2021-10,0.0
TEAK,2019-06,4
TEAK,2019-07,2584
TEAK,2019-08,69
TEAK,2019-09,4
TEAK,2019-10,2
TEAK,2020-05,0.0
TEAK,2020-06,0.0
TEAK,2020-07,0.0
TEAK,2020-08,0.0
TEAK,2020-09,0.0
TEAK,2020-10,0.0
TEAK,2021-05,0.0
TEAK,2021-06,178
TEAK,2021-07,21
TEAK,2021-08,6
TEAK,2021-09,0.0
TEAK,2021-10,0.0
BARR,2017-07,2516.0
BARR,2017-08,0.0
BARR,2017-09,0.0
BARR,2018-06,0.0
BARR,2018-07,1769.0
BARR,2018-08,13.0
BARR,2018-09,12
BARR,2018-10,0.0
BARR,2019-06,0
BARR,2019-07,68
BARR,2019-08,1
BARR,2019-09,0.0
BARR,2019-10,0.0
BARR,2020-05,0.0
BARR,2020-06,0.0
BARR,2021-06,0.0
BARR,2021-07,0.0
BARR,2021-08,0.0
BARR,2021-09,0.0
TOOL,2017-07,5663.0
TOOL,2017-08,413.0
TOOL,2017-09,1.0
TOOL,2017-10,0.0
TOOL,2018-05,7.0
TOOL,2018-06,137.0
TOOL,2018-07,4970
TOOL,2018-08,275.0
TOOL,2018-09,0.0
TOOL,2018-10,0.0
